SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
540700,BRNL        ,B ,Q,33.65,33.80,32.55,32.70,32.55,33.65,189,11976,396905.00,
540701,DCAL        ,A ,Q,121.20,127.60,121.20,122.95,122.90,121.55,661,58010,7222479.00,
540702,LASA        ,B ,Q,73.90,73.90,68.75,69.50,69.00,69.50,458,28893,2044614.00,
540703,PROVESTSER  ,X ,Q,8.92,8.92,8.92,8.92,8.92,9.38,1,90,802.00,
540704,MATRIMONY   ,B ,Q,850.00,862.55,804.80,827.80,829.55,865.70,1714,10430,8636181.00,
540709,RELHOME     ,B ,Q,2.25,2.25,2.15,2.18,2.18,2.23,208,273343,604294.00,
540710,CAPACITE    ,B ,Q,219.20,220.65,208.05,212.45,213.00,220.40,1073,19931,4280256.00,
540715,SAGAR       ,M ,Q,8.71,11.00,8.71,9.50,9.50,10.80,3,15000,153630.00,
540716,ICICIGI     ,A ,Q,1496.00,1519.45,1488.10,1494.90,1497.50,1497.55,356,3569,5350285.00,
540719,SBILIFE     ,A ,Q,901.80,901.80,875.00,881.30,881.30,893.40,1648,30260,26897284.00,
540724,DIAMONDYD   ,A ,Q,650.60,667.00,638.00,650.15,653.65,667.60,196,1317,858666.00,
540725,SISL        ,B ,Q,230.00,238.95,223.00,234.40,235.00,233.90,201,2721,627590.00,
540726,TTFL        ,B ,Q,26.05,27.45,25.50,25.50,25.55,27.65,29,2068,54022.00,
540728,SAYAJIIND   ,X ,Q,147.75,147.75,141.60,147.00,147.00,141.00,11,357,51923.00,
540730,MEHAI       ,T ,Q,67.20,68.00,65.40,68.00,68.00,66.70,399,66014,4429318.00,
540735,IRIS        ,M ,Q,36.00,36.00,32.00,32.00,32.00,36.00,10,40000,1421600.00,
540737,SGRL        ,B ,Q,229.95,232.00,215.00,220.25,217.05,223.95,328,19225,4238510.00,
540743,GODREJAGRO  ,A ,Q,485.00,493.20,480.25,484.85,484.85,484.85,3111,27877,13565634.00,
540744,MESCON      ,Z ,Q,8.05,8.05,8.05,8.05,8.05,8.21,6,818,6584.00,
540749,MASFIN      ,A ,Q,857.25,860.70,832.00,845.90,844.70,862.80,389,2053,1733888.00,
540750,IEX         ,A ,Q,297.80,301.00,290.00,295.10,295.10,298.05,3064,208187,61734518.00,
540755,GICRE       ,A ,Q,194.00,205.05,190.35,205.05,205.05,170.90,8126,565109,113790462.00,
540757,SCPL        ,M ,Q,166.50,170.00,160.00,161.70,161.70,167.00,13,12800,2085880.00,
540762,TIINDIA     ,A ,Q,1005.00,1051.00,990.05,1034.05,1049.20,1006.80,622,3870,3931702.00,
540767,NAM-INDIA   ,A ,Q,343.30,347.80,331.00,333.95,333.95,345.40,1541,62514,21128464.00,
540768,MAHLOG      ,A ,Q,497.55,504.00,485.00,486.55,485.00,490.95,123,1354,671712.00,
540769,NIACL       ,A ,Q,183.00,197.00,169.40,187.45,187.45,164.20,21494,1434611,272071644.00,
540774,IFGLEXPOR   ,B ,Q,286.20,286.85,271.50,273.70,275.00,286.60,290,4327,1199262.00,
540775,KHADIM      ,B ,Q,153.95,164.80,152.00,157.00,156.25,153.75,1622,70135,11176350.00,
540776,5PAISA      ,B ,Q,258.00,263.85,254.80,257.90,258.00,256.75,328,4424,1149308.00,
540777,HDFCLIFE    ,A ,Q,717.70,723.25,703.70,710.10,710.10,713.45,3485,125598,89811550.00,
540786,SHARIKA     ,M ,Q,36.00,36.00,35.00,35.00,35.00,36.75,4,12000,426000.00,
540787,ICICIB22    ,B ,Q,37.80,37.99,37.07,37.24,37.22,37.85,505,103675,3900739.00,
540789,DNAMEDIA    ,T ,Q,1.04,1.04,0.96,0.96,0.96,1.01,27,40900,41442.00,
540795,DYNAMIC     ,B ,Q,25.30,27.70,25.00,25.85,26.30,24.95,210,60567,1594509.00,
540797,SHALBY      ,B ,Q,108.45,109.65,106.25,106.95,107.10,108.35,127,6912,748281.00,
540798,FSC         ,A ,Q,101.20,104.25,98.90,100.25,101.50,100.20,212,8827,896211.00,
540809,MRCEXIM     ,M ,Q,4.90,4.98,4.90,4.98,4.98,4.70,2,16000,79040.00,
540824,ASTRON      ,B ,Q,43.70,45.50,43.35,44.40,44.40,43.55,106,10125,450969.00,
540829,CHANDRIMA   ,XT,Q,4.18,4.18,4.18,4.18,4.18,4.26,39,2747,11482.00,
540850,JFL         ,MT,Q,7.17,7.17,7.17,7.17,7.17,6.83,1,2000,14340.00,
540861,IPRU3018    ,B ,Q,11.51,11.75,11.51,11.71,11.71,11.45,21,70024,820463.00,
540879,APOLLO      ,B ,Q,116.00,116.00,110.80,112.35,112.40,113.80,224,13868,1573150.00,
540900,NEWGEN      ,A ,Q,277.60,293.55,273.55,289.75,290.95,278.65,819,19163,5528457.00,
540901,PRAXIS      ,T ,Q,50.00,51.90,50.00,51.40,51.40,50.75,5,370,19015.00,
540902,AMBER       ,A ,Q,3229.00,3254.95,3145.30,3159.55,3180.00,3203.95,942,5142,16426380.00,
540904,TIRUFOAM    ,X ,Q,68.60,68.60,68.60,68.60,68.60,68.60,1,5,343.00,
540935,GALAXYSURF  ,A ,Q,2179.00,2205.70,2157.85,2190.90,2199.00,2178.60,374,1687,3695129.00,
540936,GGL         ,T ,Q,48.75,51.15,48.75,51.15,51.15,48.75,42,51353,2626525.00,
540937,MEDICO      ,M ,Q,92.00,100.00,92.00,94.65,100.00,98.00,3,3600,340800.00,
540947,IPRU3034    ,B ,Q,11.02,11.10,11.02,11.10,11.10,11.24,3,3498,38672.00,
540954,IWP         ,X ,Q,45.50,46.50,42.00,43.30,43.30,44.50,380,70528,3162021.00,
540955,TDSL        ,B ,Q,23.10,24.90,23.05,23.65,23.65,23.10,29,8357,199486.00,
540961,SHIVAMILLS  ,T ,Q,39.00,40.05,39.00,40.05,40.05,38.15,7,1180,46681.00,
540975,ASTERDM     ,A ,Q,151.95,153.60,149.10,149.90,149.90,150.40,715,37399,5675160.00,
540980,YSL         ,XT,Q,13100.00,13100.00,13100.00,13100.00,13100.00,12950.00,5,13,170300.00,
541005,KANCOTEA    ,X ,Q,49.90,52.50,49.90,50.15,50.00,52.40,7,272,13698.00,
541006,ANGEL       ,M ,Q,11.70,12.87,11.70,12.77,12.77,11.70,9,36000,455440.00,
541019,HGINFRA     ,A ,Q,305.10,308.20,283.00,293.10,295.00,305.95,404,4530,1344038.00,
541083,INFLAME     ,M ,Q,141.00,141.00,141.00,141.00,141.00,143.85,2,2000,282000.00,
541084,DACE2RG     ,B ,Q,11.99,11.99,11.99,11.99,11.99,11.85,2,2000,23980.00,
541092,ABSLRIF6RG  ,B ,Q,8.26,8.78,8.26,8.74,8.74,8.31,4,548,4693.00,
541096,BPLPHARMA   ,XT,Q,350.00,354.45,341.35,348.80,347.00,346.00,51,1402,492472.00,
541097,LIQUIDETF   ,F ,Q,1000.00,1000.01,999.99,1000.01,1000.00,1000.01,35,4132,4132009.00,
541143,BDL         ,A ,Q,349.95,349.95,337.10,339.20,338.55,346.75,387,14710,5052448.00,
541144,ACTIVE      ,M ,Q,10.10,10.85,10.10,10.85,10.85,10.10,7,40000,419000.00,
541152,ADVITIYA    ,M ,Q,15.50,15.50,15.50,15.50,15.50,15.00,3,12000,186000.00,
541153,BANDHANBNK  ,A ,Q,345.00,349.60,335.05,337.30,337.30,345.60,4404,261221,89778134.00,
541154,HAL         ,A ,Q,1060.05,1082.75,1051.00,1060.80,1060.80,1053.15,2540,35421,37798146.00,
541161,KARDA       ,B ,Q,130.80,130.95,128.50,130.95,130.95,124.75,243,15822,2056136.00,
541163,SANDHAR     ,B ,Q,257.25,259.40,248.30,250.90,252.00,254.55,191,2846,719932.00,
541167,YASHO       ,B ,Q,231.00,244.70,231.00,232.65,232.00,237.05,36,974,230021.00,
541178,BENARA      ,M ,Q,11.49,11.80,11.48,11.64,11.64,12.00,6,12000,138780.00,
541179,ISEC        ,A ,Q,414.00,416.00,400.20,403.30,403.30,414.05,1577,59314,24221314.00,
541195,MIDHANI     ,A ,Q,191.80,193.25,188.00,188.75,188.75,191.80,503,29740,5665865.00,
541233,LEMONTREE   ,A ,Q,43.00,43.25,41.45,41.90,41.90,42.60,1699,312448,13285506.00,
541269,CHEMFABALKA ,B ,Q,130.05,130.05,128.50,128.50,128.50,129.00,34,364,46818.00,
541301,ORIENTELEC  ,A ,Q,271.30,276.90,264.90,269.40,268.00,267.95,1020,44099,11945915.00,
541302,DHRUV       ,M ,Q,30.50,30.50,30.50,30.50,30.50,30.50,1,2000,61000.00,
541309,IPRU3095    ,B ,Q,12.10,12.10,12.10,12.10,12.10,12.24,1,410,4961.00,
541313,ICICI500    ,B ,Q,205.00,206.89,204.00,204.00,204.00,204.92,33,260,53317.00,
541336,INDOSTAR    ,A ,Q,322.25,329.70,322.25,323.70,323.65,322.35,206,2905,948691.00,
541347,PARVATI     ,X ,Q,2.65,2.65,2.46,2.46,2.46,2.58,17,17200,42367.00,
541353,INNOVATORS  ,M ,Q,46.10,46.10,42.10,46.10,46.10,43.95,22,35200,1615200.00,
541358,SHWL        ,XT,Q,127.20,127.20,127.20,127.20,127.20,121.15,1,1000,127200.00,
541400,ZIMLAB      ,X ,Q,93.85,96.15,82.00,82.90,82.90,87.20,85,5435,468883.00,
541401,ARIHANTINS  ,MT,Q,2.48,2.48,2.48,2.48,2.48,2.48,1,40000,99200.00,
541402,AFFORDABLE  ,M ,Q,106.40,106.40,101.50,106.40,106.40,101.35,49,80000,8429840.00,
541403,DOLLAR      ,A ,Q,256.80,262.25,251.85,254.70,256.20,259.25,452,13967,3598556.00,
541444,PALMJEWELS  ,B ,Q,44.00,45.00,42.15,45.00,44.50,43.80,21,49779,2226117.00,
541445,WAA         ,M ,Q,60.00,60.00,59.00,59.00,59.00,59.00,3,2400,143200.00,
541450,ADANIGREEN  ,A ,Q,1109.05,1127.95,1070.00,1118.40,1118.40,1114.40,6103,89867,99531488.00,
541503,UNICK       ,XT,Q,27.80,27.80,26.05,26.05,26.05,26.65,7,1011,26344.00,
541540,SOLARA      ,A ,Q,1499.85,1499.85,1355.75,1368.60,1368.60,1452.20,1646,17815,24701857.00,
541546,GAYAHWS     ,T ,Q,0.67,0.67,0.67,0.67,0.67,0.64,3,16845,11286.00,
541556,RITES       ,A ,Q,248.50,248.60,244.00,244.70,245.00,246.00,548,20586,5082597.00,
541557,FINEORG     ,A ,Q,2392.20,2428.00,2353.60,2376.60,2381.00,2386.25,730,2605,6256726.00,
541578,VARROC      ,A ,Q,410.60,410.60,399.20,407.40,405.35,409.80,217,2675,1084106.00,
541627,HITECHWIND  ,XT,Q,9.40,9.65,9.40,9.65,9.65,9.89,19,3140,29773.00,
541678,TVF1G       ,B ,Q,11.12,12.06,10.06,11.08,11.10,11.17,39,372067,3871617.00,
541700,TCNSBRANDS  ,A ,Q,479.30,511.35,479.30,505.65,507.00,480.80,1041,13613,6773903.00,
541701,SUPERSHAKT  ,M ,Q,290.00,290.00,290.00,290.00,290.00,290.00,4,9000,2610000.00,
541702,ASHNI       ,XT,Q,3.91,3.91,3.91,3.91,3.91,3.91,3,1511,5908.00,
541729,HDFCAMC     ,A ,Q,2960.05,2997.00,2904.30,2934.60,2937.80,2974.50,2566,13488,39807808.00,
541735,VIVANTA     ,X ,Q,18.35,18.35,18.35,18.35,18.35,18.70,3,202,3706.00,
541744,TVF2G       ,B ,Q,10.99,11.07,10.91,10.91,10.91,11.00,23,46999,516362.00,
541770,CREDITACC   ,A ,Q,704.00,705.00,675.40,688.00,687.00,704.65,1465,9725,6694149.00,
541771,AMINTAN     ,X ,Q,0.94,0.94,0.85,0.92,0.93,0.94,33,12817,11248.00,
541809,ICICINXT50  ,B ,Q,36.98,36.98,35.20,35.52,36.40,36.20,83,1351,48486.00,
541865,ASRL        ,B ,Q,71.75,71.75,59.35,59.35,59.35,65.90,224,67608,4089404.00,
541890,SPACEINCUBA ,XT,Q,0.73,0.73,0.73,0.73,0.73,0.70,42,41575,30349.00,
541929,SGIL        ,M ,Q,110.00,110.00,100.00,105.35,101.00,99.00,5,12000,1264000.00,
541946,ICICILIQ    ,F ,Q,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,12,4834,4834000.00,
541956,IRCON       ,A ,Q,96.20,97.90,95.05,95.55,95.55,96.80,955,132399,12794345.00,
541972,SETFSN50    ,B ,Q,419.00,419.00,405.00,405.00,405.00,419.99,7,54,22435.00,
541974,MANORAMA    ,M ,Q,730.00,745.00,721.65,729.00,729.00,721.25,33,10800,7898737.00,
541983,INNOVATIVE  ,M ,Q,7.93,7.93,7.93,7.93,7.93,7.93,1,1000,7930.00,
541984,NIOSAG      ,B ,Q,11.15,11.60,11.15,11.53,11.53,11.15,9,13252,150934.00,
541988,AAVAS       ,A ,Q,2220.00,2300.00,2188.55,2276.90,2271.95,2228.65,467,2574,5787168.00,
541999,GENERAAGRI  ,X ,Q,2.68,2.68,2.68,2.68,2.68,2.44,17,924,2476.00,
542011,GRSE        ,A ,Q,203.00,208.80,196.40,197.90,200.00,203.40,1347,57227,11613984.00,
542012,AAL         ,M ,Q,71.95,71.95,71.85,71.85,71.85,71.75,3,6000,431400.00,
542013,DOLFIN      ,M ,Q,41.00,41.00,38.00,38.00,38.00,40.60,3,6000,237000.00,
542019,SHUBHAM     ,M ,Q,46.50,46.50,46.50,46.50,46.50,48.70,1,3000,139500.00,
542020,AKI         ,M ,Q,16.95,16.95,16.95,16.95,16.95,18.80,1,10000,169500.00,
542034,SMGOLD      ,M ,Q,20.75,21.00,20.75,20.95,21.00,20.25,3,30000,628500.00,
542057,BCPL        ,B ,Q,90.25,90.25,84.20,85.15,84.20,88.45,103,10919,955906.00,
542066,ATGL        ,A ,Q,513.00,520.00,458.70,499.05,499.05,509.65,16138,331556,162383111.00,
542117,NETRIPPLES  ,X ,Q,4.88,4.88,4.88,4.88,4.88,4.65,1,1000,4880.00,
542123,PHOSPHATE   ,XT,Q,58.00,58.00,58.00,58.00,58.00,58.00,1,10,580.00,
542131,MAN50ETF    ,B ,Q,153.80,154.50,152.20,152.72,153.00,154.50,81,6045,928057.00,
542141,TECHNOE     ,A ,Q,276.30,282.00,270.15,274.05,275.15,272.40,188,2817,775422.00,
542156,IPRU3218    ,B ,Q,13.00,13.00,13.00,13.00,13.00,13.50,1,3000,39000.00,
542176,ARYAN       ,XT,Q,6.30,6.30,6.30,6.30,6.30,6.30,1,2000,12600.00,
542216,DALBHARAT   ,A ,Q,1480.75,1496.60,1467.60,1474.95,1476.00,1476.20,698,5233,7758142.00,
542230,ABSLNN50ET  ,B ,Q,350.50,358.90,338.00,346.97,358.90,337.50,13,41,14368.00,
542231,NILASPACES  ,T ,Q,1.74,1.81,1.66,1.77,1.77,1.74,60,55779,96354.00,
542233,TREJHARA    ,B ,Q,30.50,32.30,29.70,31.00,31.20,30.80,94,5163,157833.00,
542247,AXISCCGPG   ,B ,Q,12.05,12.88,12.05,12.88,12.88,12.87,6,14944,183961.00,
542248,DECCAN      ,M ,Q,26.00,31.90,26.00,29.95,29.65,26.60,109,205200,6290700.00,
542285,AXITA       ,M ,Q,44.60,44.60,44.60,44.60,44.60,44.80,1,4000,178400.00,
542333,RPSGVENT    ,A ,Q,309.95,315.00,297.30,299.30,297.30,306.10,212,3354,1018789.00,
542337,SPENCER     ,A ,Q,76.85,81.45,76.40,78.80,78.80,76.80,1607,167643,13358244.00,
542351,GLOSTERLTD  ,X ,Q,630.00,649.50,590.00,603.30,615.00,639.70,180,3656,2276157.00,
542367,XELPMOC     ,B ,Q,303.25,308.00,294.00,295.65,294.00,305.40,1626,22264,6745379.00,
542383,RITCO       ,M ,Q,16.95,17.00,16.95,17.00,17.00,17.00,3,4800,81520.00,
542399,CHALET      ,A ,Q,173.00,174.15,172.05,172.90,173.45,172.55,146,8633,1494128.00,
542446,JONJUA      ,M ,Q,72.20,72.50,71.90,72.50,72.50,72.20,3,7800,563160.00,
542459,KRANTI      ,M ,Q,20.50,20.90,20.50,20.90,20.90,20.35,2,6000,124200.00,
542460,ANUP        ,B ,Q,626.10,640.00,620.85,624.75,640.00,629.40,457,2707,1695455.00,
542484,ARVINDFASN  ,A ,Q,176.00,177.85,170.10,173.45,173.45,174.35,2139,86980,15085495.00,
542513,UTISXN50    ,B ,Q,49.69,49.69,41.76,42.07,42.00,49.69,278,15518,674386.00,
542579,AGOL        ,M ,Q,60.05,66.00,60.05,66.00,66.00,60.50,16,36000,2236100.00,
542597,MSTC        ,A ,Q,285.00,294.20,276.50,281.20,281.20,284.95,4212,128137,36775226.00,
542602,EMBASSY     ,IF,Q,345.68,345.79,341.10,344.11,344.17,346.37,190,46800,16042774.00,
542627,CHANDNIMACH ,X ,Q,11.35,11.35,10.81,10.85,10.81,10.81,39,3186,35966.00,
542628,NSL         ,M ,Q,23.00,23.00,23.00,23.00,23.00,24.05,1,3000,69000.00,
542649,RVNL        ,A ,Q,30.60,31.65,30.30,30.60,30.60,30.65,1790,655202,20299995.00,
542650,METROPOLIS  ,A ,Q,2008.50,2035.95,1960.00,1971.95,1976.00,2011.85,1108,5402,10732337.00,
542651,KPITTECH    ,A ,Q,132.45,134.70,131.40,133.50,133.50,132.55,918,43859,5811119.00,
542652,POLYCAB     ,A ,Q,1352.05,1359.50,1300.80,1328.70,1329.25,1347.15,906,10363,13858037.00,
542653,JINAAM      ,M ,Q,3.50,4.30,3.50,4.10,3.95,3.60,21,42000,168380.00,
542655,VIKASMCORP  ,B ,Q,3.42,3.42,3.25,3.26,3.26,3.42,3610,2873699,9451591.00,
542665,NEOGEN      ,A ,Q,879.00,908.90,821.75,850.70,850.00,861.55,1623,18086,15790145.00,
542669,BMW         ,X ,Q,23.55,24.00,23.55,23.80,23.80,24.00,13,328,7831.00,
542670,ARTEMISELC  ,B ,Q,49.45,49.45,48.00,48.00,48.00,47.10,79,6999,340899.00,
542677,MAHESH      ,XT,Q,4.72,4.90,4.54,4.90,4.90,4.75,8,1630,7696.00,
542678,CHCL        ,M ,Q,12.20,12.30,12.20,12.30,12.30,12.00,3,6000,73600.00,
542679,DEL         ,X ,Q,17.75,17.75,17.70,17.70,17.70,17.55,3,1150,20367.00,
542682,HARISH      ,XT,Q,34.00,34.35,32.00,32.00,32.00,33.00,9,3367,112929.00,
542684,PPL         ,B ,Q,114.05,118.00,113.65,114.80,115.05,116.60,350,15331,1769811.00,
542685,DGCONTENT   ,B ,Q,12.55,12.55,12.55,12.55,12.55,13.21,11,3632,45581.00,
542721,ARL         ,M ,Q,31.20,31.20,30.75,30.75,30.75,31.20,3,68000,2116600.00,
542724,EARUM       ,MT,Q,79.00,79.00,79.00,79.00,79.00,83.15,1,1500,118500.00,
542725,SBC         ,M ,Q,42.70,42.70,42.65,42.65,42.65,42.45,2,6000,256050.00,
542726,INDIAMART   ,A ,Q,9057.00,9116.90,8751.50,8841.90,8841.90,9051.50,1261,3583,31759858.00,
542729,DCMNVL      ,T ,Q,67.55,72.40,67.45,67.65,67.65,71.00,45,1848,126435.00,
542730,ICICIBANKN  ,B ,Q,361.67,364.26,354.45,357.08,357.69,363.85,276,3262,1177630.00,
542747,NETFSNX150  ,B ,Q,49.00,49.00,49.00,49.00,49.00,49.00,1,6,294.00,
542752,AFFLE       ,A ,Q,5411.00,5549.00,5100.35,5286.95,5321.00,5368.75,4104,16837,89498243.00,
542753,SEACOAST    ,X ,Q,116.05,124.90,115.00,117.05,117.05,119.20,195,337215,40398868.00,
542758,ICICIBANKP  ,B ,Q,191.10,191.10,186.95,188.23,189.93,192.01,178,2254,425010.00,
542759,SPANDANA    ,A ,Q,680.40,689.45,657.00,659.65,660.95,680.55,496,2793,1865016.00,
542760,SWSOLAR     ,A ,Q,229.40,232.00,227.00,227.90,227.90,227.85,1033,45461,10409367.00,
542772,IIFLWAM     ,A ,Q,1192.25,1204.50,1192.00,1197.45,1201.50,1205.30,173,594,712331.00,
542773,IIFLSEC     ,A ,Q,46.35,47.80,45.65,45.95,45.65,47.15,305,38276,1788365.00,
542774,APMFINVEST  ,X ,Q,24.20,24.20,22.10,23.70,23.70,23.65,36,5903,135991.00,
542803,ELLORATRAD  ,XT,Q,112.20,112.20,106.00,106.05,106.00,107.00,25,17509,1856353.00,
542804,NIESSPJ     ,B ,Q,9.95,9.95,9.95,9.95,9.95,11.05,5,180,1791.00,
542808,NIESSPC     ,B ,Q,7.70,7.70,7.70,7.70,7.70,7.00,11,226,1740.00,
542812,FLUOROCHEM  ,A ,Q,546.00,549.25,532.00,535.30,533.00,545.30,486,7409,3986829.00,
542817,NIEHSPI     ,B ,Q,0.05,0.05,0.05,0.05,0.05,0.04,1,142,7.00,
542830,IRCTC       ,A ,Q,1700.00,1714.85,1654.95,1674.35,1674.35,1701.40,14616,164038,276376409.00,
542837,NIESSPE     ,B ,Q,3.33,3.33,3.33,3.33,3.33,3.15,2,101,336.00,
542839,NIEHSPD     ,B ,Q,0.88,0.96,0.86,0.94,0.94,0.88,18,6784,6078.00,
542843,NIEHSPG     ,B ,Q,7.60,7.70,7.49,7.49,7.49,7.60,4,206,1565.00,
542844,NIEHSPH     ,B ,Q,1.03,1.03,1.03,1.03,1.03,0.94,3,1000,1030.00,
542845,NIEHSPJ     ,B ,Q,5.50,5.50,4.50,5.50,5.50,5.00,40,6009,30430.00,
542847,NIESSPL     ,B ,Q,2.40,2.40,2.02,2.02,2.02,2.19,18,3180,7053.00,
542848,NIESSPM     ,B ,Q,22.60,22.60,22.40,22.40,22.40,22.64,5,28,629.00,
542850,GOBLIN      ,M ,Q,24.50,25.90,24.20,24.25,24.25,24.75,4,12000,298000.00,
542851,GENSOL      ,M ,Q,75.30,75.30,75.30,75.30,75.30,75.30,2,3200,240960.00,
542852,VISHWARAJ   ,B ,Q,132.90,137.25,132.80,135.40,136.20,133.05,509,22820,3084762.00,
542857,GREENPANEL  ,B ,Q,177.40,177.40,174.65,175.50,175.15,177.30,229,6510,1143833.00,
542862,SHAHLON     ,XT,Q,90.00,96.95,89.75,93.35,96.95,94.45,31,11999,1130236.00,
542863,ABSLBANETF  ,B ,Q,362.00,362.00,353.00,357.06,358.00,358.00,37,76,27000.00,
542867,CSBBANK     ,A ,Q,230.00,233.15,220.40,224.10,224.10,227.30,529,14412,3265659.00,
542904,UJJIVANSFB  ,A ,Q,36.00,36.00,35.00,35.10,35.05,35.75,562,123504,4382617.00,
542905,SHIL        ,A ,Q,283.55,297.70,275.00,293.55,293.55,283.55,1263,124189,36042302.00,
542907,PRINCEPIPE  ,A ,Q,415.50,432.85,413.70,420.90,419.95,413.70,437,10211,4315454.00,
542908,EBBETF0423  ,F ,Q,1109.70,1109.70,1108.05,1108.05,1108.05,1108.00,2,2,2217.00,
542909,EBBETF0430  ,F ,Q,1118.00,1121.99,1115.00,1117.88,1118.90,1118.27,80,1570,1754572.00,
542919,ARTEMISMED  ,B ,Q,250.00,251.90,239.85,242.50,242.50,252.45,69,515,124205.00,
542920,SUMICHEM    ,A ,Q,299.95,305.00,297.00,299.05,299.05,298.45,1118,41713,12503439.00,
542921,ICICIM150   ,B ,Q,89.50,89.59,87.10,88.00,88.00,89.99,35,1185,104588.00,
542922,MANXT50ETF  ,B ,Q,351.00,352.00,345.00,346.83,349.00,352.00,60,2726,942610.00,
542924,JANUSCORP   ,M ,Q,112.95,113.00,108.00,112.75,112.75,110.35,23,49500,5577525.00,
542932,BIRLATYRES  ,B ,Q,28.50,29.45,28.50,28.75,28.90,28.80,279,40121,1160662.00,
542933,UNIVPHOTO   ,B ,Q,185.05,190.60,185.05,186.90,185.10,189.90,38,300,56162.00,
542963,06AGG       ,F ,Q,6.30,6.30,6.30,6.30,6.30,5.76,1,1,6.00,
542969,06GPG       ,F ,Q,3.05,3.05,2.99,2.99,2.99,2.78,34,6185,18796.00,
543064,SUVENPHAR   ,A ,Q,495.45,497.15,487.00,491.30,489.80,495.50,807,46351,22793350.00,
543066,SBICARD     ,A ,Q,1074.95,1095.00,999.70,1022.00,1022.00,1062.90,6701,132322,140017769.00,
543087,09AGG       ,F ,Q,11.75,11.75,11.75,11.75,11.75,10.69,3,11,129.00,
543150,08GPG       ,B ,Q,3.98,4.19,3.60,4.00,4.00,3.98,11,1021,3689.00,
543167,10GPG       ,F ,Q,3.12,3.12,2.60,3.12,3.12,2.84,13,2232,6273.00,
543171,ROJL        ,M ,Q,25.00,25.00,25.00,25.00,25.00,25.00,1,12000,300000.00,
543174,11GPG       ,B ,Q,3.00,3.33,3.00,3.24,3.24,3.03,28,7305,22630.00,
543175,11MPD       ,B ,Q,3.00,3.00,2.51,2.78,2.80,2.73,17,1908,4993.00,
543181,11AGG       ,B ,Q,24.95,24.95,20.60,21.95,24.40,22.85,28,1067,22169.00,
543187,POWERINDIA  ,A ,Q,1387.00,1489.00,1387.00,1438.40,1460.00,1438.15,1320,9520,13831785.00,
543209,BILLWIN     ,M ,Q,33.90,35.00,33.90,35.00,35.00,39.20,5,15000,520200.00,
543210,AARTISURF   ,B ,Q,894.85,941.05,884.40,920.25,911.05,896.25,483,5654,5255738.00,
543212,BOROLTD     ,B ,Q,204.00,206.90,197.15,199.10,199.80,202.20,1173,44608,9022334.00,
543213,ROSSARI     ,B ,Q,990.00,1145.65,990.00,1036.00,1036.00,989.70,10586,125770,136354131.00,
543214,NDRAUTO     ,B ,Q,251.45,251.45,241.65,243.55,242.15,253.10,79,860,214081.00,
543215,EBBETF0425  ,F ,Q,1020.00,1021.00,1017.50,1019.50,1017.50,1018.73,8,10,10197.00,
543216,EBBETF0431  ,F ,Q,1004.15,1006.97,1004.00,1004.50,1004.50,1004.60,14,205,206148.00,
543217,MINDSPACE   ,IF,Q,313.00,314.00,310.42,310.59,310.42,313.89,58,14400,4502466.00,
543218,SBGLP       ,M ,Q,71.05,71.05,70.00,70.00,70.00,72.60,3,24000,1696400.00,
543219,ICICIALPLV  ,B ,Q,142.50,142.50,140.00,140.20,140.00,142.64,33,116,16335.00,
543220,MAXHEALTH   ,B ,Q,204.35,213.25,203.20,206.00,206.00,203.85,2406,121901,25331728.00,
543221,ICICITECH   ,B ,Q,257.00,257.49,254.49,257.00,257.00,257.47,28,308,78912.00,
543223,MAXINDIA    ,B ,Q,60.90,62.20,60.65,60.85,61.25,61.30,808,37957,2334809.00,
543224,HBANKETF    ,B ,Q,365.10,366.28,355.00,357.64,355.47,366.99,79,679,244354.00,
543226,UTIBANKETF  ,B ,Q,39.00,39.50,35.75,36.71,36.97,38.03,981,39244,1485319.00,
543227,HAPPSTMNDS  ,B ,Q,507.95,550.20,497.40,537.60,537.60,512.60,28129,896017,477200623.00,
543228,ROUTE       ,B ,Q,1843.90,1935.15,1806.70,1864.20,1864.20,1832.05,5420,58945,111278997.00,
543231,ADL         ,T ,Q,25.30,27.55,25.25,26.50,27.35,26.50,33,1369,35001.00,
543232,CAMS        ,B ,Q,1883.00,1894.25,1805.00,1818.75,1818.75,1879.60,1707,11313,20796935.00,
543233,CHEMCON     ,B ,Q,442.00,469.90,441.00,449.15,449.15,440.55,2893,92269,42311285.00,
543234,SECMARK     ,M ,Q,54.00,54.00,54.00,54.00,54.00,51.95,3,3000,162000.00,
543235,ANGELBRKG   ,B ,Q,335.00,335.00,323.75,324.65,325.00,326.70,465,8604,2819938.00,
543237,MAZDOCK     ,B ,Q,218.55,221.85,214.65,218.30,218.10,218.55,1245,48726,10640167.00,
543238,UTIAMC      ,B ,Q,567.00,586.95,566.00,583.40,581.70,566.80,2244,42319,24563892.00,
543239,GMPL        ,M ,Q,169.05,169.05,169.05,169.05,169.05,176.80,1,800,135240.00,
543240,LIKHITHA    ,B ,Q,279.90,284.90,265.10,273.40,274.30,279.90,1004,31920,8903800.00,
